experiment_id,trial,machine,win,predicted_machine,prob_machine_0,prob_machine_1,prob_machine_2,prob_machine_3
1743725454,0,0,False,0,0.25,0.25,0.25,0.25
1743725454,1,3,False,0,1.0,0.0,0.0,0.0
1743725454,2,1,True,0,0.5,0.0,0.0,0.5
1743725454,3,2,False,0,0.333,0.333,0.0,0.333
1743725454,4,0,True,0,0.25,0.25,0.25,0.25
1743725454,5,1,False,0,0.4,0.2,0.2,0.2
1743725454,6,3,True,0,0.333,0.333,0.167,0.167
1743725454,7,0,False,0,0.286,0.286,0.143,0.286
1743725454,8,1,True,0,0.375,0.25,0.125,0.25
1743725454,9,2,True,0,0.333,0.333,0.111,0.222
1743725454,10,0,True,0,0.3,0.3,0.2,0.2
1743725454,11,3,False,0,0.364,0.273,0.182,0.182
1743725454,12,1,True,0,0.333,0.25,0.167,0.25
1743725454,13,2,False,0,0.308,0.308,0.154,0.231
1743725454,14,0,True,0,0.286,0.286,0.214,0.214
1743725454,15,1,True,0,0.333,0.267,0.2,0.2
1743725454,16,2,False,0,0.312,0.312,0.188,0.188
1743725454,17,0,True,0,0.294,0.294,0.235,0.176
1743725454,18,3,True,0,0.333,0.278,0.222,0.167
1743725454,19,0,True,0,0.316,0.263,0.211,0.211
1743725454,20,2,True,0,0.35,0.25,0.2,0.2
1743725454,21,2,False,0,0.333,0.238,0.238,0.19
1743725454,22,3,False,0,0.318,0.227,0.273,0.182
1743725454,23,0,False,0,0.304,0.217,0.261,0.217
1743725454,24,3,True,0,0.333,0.208,0.25,0.208
1743725454,25,0,True,0,0.32,0.2,0.24,0.24
1743725454,26,0,False,0,0.346,0.192,0.231,0.231
1743725454,27,3,False,0,0.37,0.185,0.222,0.222
1743725454,28,1,False,0,0.357,0.179,0.214,0.25
1743725454,29,2,True,0,0.345,0.207,0.207,0.241
,,,,,,,,
,Accuracy,0.3333,,,,,,
