experiment_id,trial,machine,win,predicted_machine,prob_machine_0,prob_machine_1,prob_machine_2,prob_machine_3
1744222445,0,1,False,0,0.25,0.25,0.25,0.25
1744222445,1,0,False,1,0.0,1.0,0.0,0.0
1744222445,2,2,True,0,0.5,0.5,0.0,0.0
1744222445,3,0,True,0,0.333,0.333,0.333,0.0
1744222445,4,3,True,0,0.5,0.25,0.25,0.0
1744222445,5,2,True,0,0.4,0.2,0.2,0.2
1744222445,6,1,True,0,0.333,0.167,0.333,0.167
1744222445,7,2,True,0,0.286,0.286,0.286,0.143
1744222445,8,1,True,2,0.25,0.25,0.375,0.125
1744222445,9,3,True,1,0.222,0.333,0.333,0.111
1744222445,10,0,True,1,0.2,0.3,0.3,0.2
1744222445,11,1,True,0,0.273,0.273,0.273,0.182
1744222445,12,2,False,1,0.25,0.333,0.25,0.167
1744222445,13,0,True,1,0.231,0.308,0.308,0.154
1744222445,14,1,True,0,0.286,0.286,0.286,0.143
1744222445,15,1,True,1,0.267,0.333,0.267,0.133
1744222445,16,1,False,1,0.25,0.375,0.25,0.125
1744222445,17,2,True,1,0.235,0.412,0.235,0.118
1744222445,18,3,True,1,0.222,0.389,0.278,0.111
1744222445,19,2,False,1,0.211,0.368,0.263,0.158
1744222445,20,3,False,1,0.2,0.35,0.3,0.15
1744222445,21,2,True,1,0.19,0.333,0.286,0.19
1744222445,22,1,True,1,0.182,0.318,0.318,0.182
1744222445,23,3,True,1,0.174,0.348,0.304,0.174
1744222445,24,2,False,1,0.167,0.333,0.292,0.208
1744222445,25,1,False,1,0.16,0.32,0.32,0.2
1744222445,26,3,False,1,0.154,0.346,0.308,0.192
1744222445,27,2,False,1,0.148,0.333,0.296,0.222
1744222445,28,0,False,1,0.143,0.321,0.321,0.214
1744222445,29,2,False,1,0.172,0.31,0.31,0.207
,,,,,,,,
,Accuracy,0.1667,,,,,,
