experiment_id,trial,machine,win,predicted_machine,prob_machine_0,prob_machine_1,prob_machine_2,prob_machine_3
1744222266,0,2,True,0,0.25,0.25,0.25,0.25
1744222266,1,0,True,2,0.0,0.0,1.0,0.0
1744222266,2,3,False,0,0.5,0.0,0.5,0.0
1744222266,3,1,True,0,0.333,0.0,0.333,0.333
1744222266,4,2,True,0,0.25,0.25,0.25,0.25
1744222266,5,1,False,2,0.2,0.2,0.4,0.2
1744222266,6,3,False,1,0.167,0.333,0.333,0.167
1744222266,7,2,True,1,0.143,0.286,0.286,0.286
1744222266,8,2,False,2,0.125,0.25,0.375,0.25
1744222266,9,2,False,2,0.111,0.222,0.444,0.222
1744222266,10,1,False,2,0.1,0.2,0.5,0.2
1744222266,11,0,False,2,0.091,0.273,0.455,0.182
1744222266,12,3,False,2,0.167,0.25,0.417,0.167
1744222266,13,3,False,2,0.154,0.231,0.385,0.231
1744222266,14,2,False,2,0.143,0.214,0.357,0.286
1744222266,15,2,True,2,0.133,0.2,0.4,0.267
1744222266,16,2,False,2,0.125,0.188,0.438,0.25
1744222266,17,2,False,2,0.118,0.176,0.471,0.235
1744222266,18,3,False,2,0.111,0.167,0.5,0.222
1744222266,19,1,False,2,0.105,0.158,0.474,0.263
1744222266,20,0,True,2,0.1,0.2,0.45,0.25
1744222266,21,0,True,2,0.143,0.19,0.429,0.238
1744222266,22,0,True,2,0.182,0.182,0.409,0.227
1744222266,23,0,True,2,0.217,0.174,0.391,0.217
1744222266,24,0,False,2,0.25,0.167,0.375,0.208
1744222266,25,1,True,2,0.28,0.16,0.36,0.2
1744222266,26,1,True,2,0.269,0.192,0.346,0.192
1744222266,27,1,False,2,0.259,0.222,0.333,0.185
1744222266,28,2,False,2,0.25,0.25,0.321,0.179
1744222266,29,2,False,2,0.241,0.241,0.345,0.172
,,,,,,,,
,Accuracy,0.2667,,,,,,
