experiment_id,trial,machine,win
1744332570,0,2,True
1744332570,1,2,True
1744332570,2,3,True
1744332570,3,0,False
1744332570,4,0,True
1744332570,5,0,False
1744332570,6,1,True
1744332570,7,1,False
1744332570,8,2,False
1744332570,9,2,False
1744332570,10,2,True
1744332570,11,2,False
1744332570,12,3,True
1744332570,13,1,True
1744332570,14,0,True
1744332570,15,2,True
1744332570,16,2,False
1744332570,17,1,True
1744332570,18,1,True
1744332570,19,1,False
1744332570,20,3,True
1744332570,21,3,False
1744332570,22,2,True
1744332570,23,2,False
1744332570,24,1,False
1744332570,25,0,False
1744332570,26,1,False
1744332570,27,2,False
1744332570,28,2,False
1744332570,29,3,False
