experiment_id,trial,machine,win
1744326664,0,1,True
1744326664,1,2,True
1744326664,2,0,False
1744326664,3,3,False
1744326664,4,2,False
1744326664,5,1,False
1744326664,6,1,False
1744326664,7,0,False
1744326664,8,3,False
1744326664,9,2,False
1744326664,10,1,False
1744326664,11,1,True
1744326664,12,1,True
1744326664,13,1,True
1744326664,14,1,False
1744326664,15,1,False
1744326664,16,1,False
1744326664,17,1,False
1744326664,18,1,True
1744326664,19,1,False
1744326664,20,3,False
1744326664,21,0,False
1744326664,22,2,True
1744326664,23,2,True
1744326664,24,0,True
1744326664,25,1,True
1744326664,26,3,True
1744326664,27,1,False
1744326664,28,1,True
1744326664,29,2,False
