Trial Number,Frame Number,Rigid Body ID,Position X,Position Y,Position Z,Orientation W,Orientation X,Orientation Y,Orientation Z
1,20,2,-0.9068261384963989,0.5137180089950562,-0.5561975836753845,-0.01813143864274025,-0.9311738014221191,0.01987825520336628,-0.3635815680027008
1,20,1,-0.8484341502189636,0.7428675293922424,-0.4757980704307556,0.13225853443145752,-0.6264602541923523,-0.005298478063195944,-0.7681322693824768
1,40,2,-0.9138349890708923,0.5135108828544617,-0.5640462636947632,-0.020580418407917023,-0.9252209663391113,0.021979939192533493,-0.3782320022583008
1,40,1,-0.8548456430435181,0.7425598502159119,-0.4841039478778839,0.13207274675369263,-0.6188086867332458,-0.0020964397117495537,-0.7743566632270813
1,60,2,-0.9206016063690186,0.5135288238525391,-0.5690537095069885,-0.020274227485060692,-0.9204279184341431,0.01923651061952114,-0.3899121582508087
1,60,1,-0.8639339804649353,0.7442393898963928,-0.49014812707901,0.13064412772655487,-0.6127901077270508,0.014869150705635548,-0.7792299389839172
1,80,2,-0.9279755353927612,0.5128377676010132,-0.5735178589820862,-0.006631904747337103,-0.9005572199821472,0.018817570060491562,-0.43427935242652893
1,80,1,-0.8778617978096008,0.7458364367485046,-0.49391743540763855,0.13749663531780243,-0.6093518733978271,0.02903011441230774,-0.7803475856781006
1,100,2,-0.9377899765968323,0.5120552778244019,-0.574973464012146,-0.001881129457615316,-0.8835412859916687,0.016154589131474495,-0.46807095408439636
1,100,1,-0.8943123817443848,0.7464865446090698,-0.49534451961517334,0.14261764287948608,-0.6024464964866638,0.03716263175010681,-0.78443443775177
1,120,2,-0.9512143731117249,0.5104919075965881,-0.5745863914489746,0.004693960305303335,-0.8641334772109985,0.01641717366874218,-0.5029729008674622
1,120,1,-0.9125041365623474,0.7460165619850159,-0.49488160014152527,0.14010962843894958,-0.5930352807044983,0.04712417721748352,-0.791490912437439
1,140,2,-0.9661788940429688,0.5096662640571594,-0.5741232633590698,0.008156530559062958,-0.8464595675468445,0.020507454872131348,-0.531995415687561
1,140,1,-0.9317083358764648,0.7458884119987488,-0.4928984045982361,0.13157790899276733,-0.5816965103149414,0.06178376078605652,-0.8003119826316833
1,160,2,-0.9791768193244934,0.5094498991966248,-0.5735682845115662,0.00015145019278861582,-0.8221918940544128,0.03607642278075218,-0.5680659413337708
1,160,1,-0.9503428339958191,0.745693027973175,-0.489543616771698,0.11985814571380615,-0.5746048092842102,0.07101688534021378,-0.806486189365387
1,180,2,-0.98863285779953,0.5076077580451965,-0.5745220184326172,-0.019791917875409126,-0.7914422154426575,0.04846486821770668,-0.6089980602264404
1,180,1,-0.9661358594894409,0.7430700063705444,-0.4852096736431122,0.10937478393316269,-0.572959303855896,0.07329706847667694,-0.8089390397071838
1,200,2,-0.9952101111412048,0.5053544044494629,-0.5761052966117859,-0.025343475863337517,-0.7625759840011597,0.05004441365599632,-0.6444619297981262
1,200,1,-0.9758580327033997,0.7408796548843384,-0.47990915179252625,0.10031379014253616,-0.584229052066803,0.08192981034517288,-0.80118727684021
1,220,2,-0.9983855485916138,0.509052038192749,-0.5757678747177124,-0.026485158130526543,-0.7400476932525635,0.0340292751789093,-0.6711705327033997
1,220,1,-0.9769122004508972,0.7437016367912292,-0.47436559200286865,0.07020633667707443,-0.6313963532447815,0.11649248749017715,-0.7634389996528625
1,240,2,-1.0009130239486694,0.5150522589683533,-0.5747490525245667,-0.028881454840302467,-0.7389847636222839,0.0004363764019217342,-0.6731026768684387
1,240,1,-0.9705632328987122,0.7459955811500549,-0.46979591250419617,0.04178294911980629,-0.7129132747650146,0.1555536389350891,-0.6825041770935059
1,260,2,-1.0030592679977417,0.5179177522659302,-0.5743411779403687,-0.03018125705420971,-0.7598600387573242,-0.020705722272396088,-0.6490556001663208
1,260,1,-0.9583374261856079,0.7437716722488403,-0.46668827533721924,0.009106334298849106,-0.8022629618644714,0.16795383393764496,-0.5727850198745728
1,280,2,-1.0024216175079346,0.5182680487632751,-0.5736079216003418,-0.031811486929655075,-0.7953301072120667,-0.0268518328666687,-0.6047453880310059
1,280,1,-0.9395856261253357,0.7397283911705017,-0.46753260493278503,-0.027288183569908142,-0.8722949624061584,0.1630788892507553,-0.4601762890815735
1,300,2,-0.9965748190879822,0.5174213647842407,-0.5716268420219421,-0.03952203318476677,-0.8387809991836548,-0.030650731176137924,-0.5421670079231262
1,300,1,-0.9155739545822144,0.7360983490943909,-0.4738716781139374,-0.04091924801468849,-0.919697642326355,0.16007719933986664,-0.35617002844810486
1,320,2,-0.9827641248703003,0.5145149230957031,-0.5702944993972778,-0.042363688349723816,-0.8765130639076233,-0.029637139290571213,-0.47859352827072144
1,320,1,-0.8873347043991089,0.7325997948646545,-0.48506495356559753,-0.03139985352754593,-0.9486042261123657,0.15632273256778717,-0.2733631432056427
1,340,2,-0.9589508771896362,0.510402262210846,-0.5706740021705627,-0.0403762124478817,-0.9065497517585754,-0.023132124915719032,-0.4195263087749481
1,340,1,-0.8556206226348877,0.7302219271659851,-0.49942538142204285,-0.013599862344563007,-0.9652115106582642,0.14939332008361816,-0.21415771543979645
1,360,2,-0.933631956577301,0.5127280354499817,-0.5699166059494019,-0.026083528995513916,-0.9378333687782288,-0.03646928817033768,-0.344177782535553
1,360,1,-0.8231671452522278,0.7341664433479309,-0.515326976776123,0.003145606257021427,-0.9747040271759033,0.13683295249938965,-0.17668907344341278
1,380,2,-0.9059609770774841,0.5149567723274231,-0.5710198879241943,-0.03324710205197334,-0.9563915729522705,-0.03789881244301796,-0.28770390152931213
1,380,1,-0.7964001893997192,0.7393776774406433,-0.5287874937057495,0.011463555507361889,-0.9820950031280518,0.12455835938453674,-0.1408657431602478
1,400,2,-0.8845477104187012,0.5166931748390198,-0.5721094012260437,-0.03170963004231453,-0.9707794785499573,-0.020113522186875343,-0.23701722919940948
1,400,1,-0.7721179723739624,0.7435026168823242,-0.5377509593963623,0.03702875226736069,-0.9876857399940491,0.10049989819526672,-0.11404141038656235
1,420,2,-0.8627040386199951,0.5182321667671204,-0.568352460861206,-0.05213379114866257,-0.9855331778526306,-0.00041933992179110646,-0.16126488149166107
1,420,1,-0.7445165514945984,0.7443965673446655,-0.5432701110839844,0.050406280905008316,-0.9913873672485352,0.06943762302398682,-0.09893887490034103
1,440,2,-0.8405678272247314,0.5175679922103882,-0.5639012455940247,-0.05746469274163246,-0.9920147657394409,0.010132851079106331,-0.11181174963712692
1,440,1,-0.7153593301773071,0.7420182228088379,-0.546410858631134,0.04919783025979996,-0.9934811592102051,0.038856107741594315,-0.09520985931158066
1,460,2,-0.8143537640571594,0.515653669834137,-0.5587876439094543,-0.06102025881409645,-0.9959145188331604,0.013608497567474842,-0.06515923887491226
1,460,1,-0.6832187175750732,0.7375226020812988,-0.5478067994117737,0.041625846177339554,-0.9947184324264526,0.02133767679333687,-0.09136328101158142
1,480,2,-0.781665563583374,0.5118650794029236,-0.5547413229942322,-0.06487575173377991,-0.9973485469818115,0.013523437082767487,-0.030071072280406952
1,480,1,-0.647677481174469,0.7319214940071106,-0.5466916561126709,0.03525873273611069,-0.9956070780754089,0.003058428643271327,-0.08668345957994461
2,2239,2,-0.5547555685043335,0.5109707117080688,-0.4005075991153717,0.022466488182544708,0.1498047113418579,0.001219836762174964,0.988459587097168
2,2239,1,-0.6444817781448364,0.747167706489563,-0.37086573243141174,-0.02515481226146221,0.2534181773662567,-0.13919024169445038,0.9569600820541382
2,2259,2,-0.588295042514801,0.5170302391052246,-0.39603328704833984,0.027025775983929634,0.23240801692008972,0.013730324804782867,0.9721459150314331
