1,1640,4,False,
2,4060,3,False,
3,6220,2,False,
4,8480,1,True,
5,10940,2,False,
6,13320,3,False,
7,15540,4,True,
8,18120,1,False,
9,20420,2,False,
10,22780,3,False,
11,25300,4,False,
12,27860,2,False,
13,30440,3,False,
14,33180,4,False,
15,35560,1,True,
16,37960,2,False,
17,40420,3,True,
18,43120,4,False,
19,45780,2,True,
20,48060,3,True,
21,50640,4,False,
22,53240,2,False,
23,55900,1,True,
24,58620,3,False,
25,61280,4,False,
26,64260,1,False,
27,67020,2,False,
28,69480,3,True,
29,71820,4,False,
30,74680,2,False,
31,77580,1,False,
32,80260,2,False,
33,83160,3,True,
34,85920,4,False,
35,88920,1,False,
36,91440,3,False,
37,94080,4,False,
38,96820,2,False,
39,99580,4,True,
40,102320,3,False,
41,104820,2,True,
42,107440,1,False,
43,110540,2,False,
44,113140,3,True,
45,115940,4,False,
46,118760,1,True,
47,121520,3,False,
48,124360,2,False,
49,126880,1,False,
50,129540,2,False,
51,131940,4,True,
52,134080,3,False,
53,136660,2,False,
54,139240,1,True,
55,141760,4,False,
56,144640,3,False,
57,147320,2,True,
58,150060,2,False,
59,153000,1,False,
60,155920,3,False,
61,158720,4,True,
62,161460,2,False,
63,164440,1,False,
64,167240,3,False,
65,170020,4,False,
66,172920,1,False,
67,175660,2,True,
68,178280,3,False,
69,180940,4,False,
70,183520,1,False,
71,186300,2,False,
72,189220,3,True,
73,192140,4,False,
74,195260,2,True,
75,197980,1,False,
76,200720,3,False,
