1,1060,4,False,
2,3380,2,False,
3,5780,2,False,
4,8140,1,False,
5,10000,3,False,
6,12420,1,True,
7,14800,1,False,
8,16880,1,False,
9,19180,4,False,
10,21540,3,False,
11,23820,1,True,
12,26020,4,False,
13,28340,2,True,
14,30700,3,False,
15,32960,4,False,
16,35260,4,True,
17,37680,3,False,
18,40100,2,True,
19,42620,3,True,
20,45120,1,False,
21,47660,3,False,
22,50060,2,False,
23,52500,1,False,
24,55120,4,False,
25,57660,3,True,
26,60440,1,False,
27,63020,4,False,
28,65520,2,False,
29,67780,1,False,
30,70220,3,False,
31,72640,2,True,
32,74900,1,False,
33,77320,4,False,
34,79660,2,False,
35,82260,3,False,
36,84720,1,False,
37,87240,4,False,
38,89740,2,False,
39,92260,1,False,
40,94700,4,False,
41,97000,2,False,
42,99400,3,False,
43,102040,4,True,
44,104400,1,False,
45,107080,3,False,
46,109500,2,True,
47,112100,1,False,
48,114600,3,True,
49,116960,2,False,
50,119360,1,False,
51,121960,2,False,
52,124520,2,False,
53,127040,2,False,
54,129700,3,False,
55,132220,4,False,
56,134840,1,False,
57,137220,3,False,
58,139880,2,False,
59,142340,4,False,
60,144880,3,False,
61,147220,4,False,
62,149540,2,False,
63,151940,3,False,
64,154520,1,False,
65,156760,2,False,
66,159300,4,False,
67,161680,2,False,
68,164160,1,False,
69,166660,3,False,
70,169180,1,True,
71,171660,3,False,
72,174080,1,True,
73,176540,4,False,
