experiment_id,trial,machine,win
1743725454,0,0,False
1743725454,1,3,False
1743725454,2,1,True
1743725454,3,2,False
1743725454,4,0,True
1743725454,5,1,False
1743725454,6,3,True
1743725454,7,0,False
1743725454,8,1,True
1743725454,9,2,True
1743725454,10,0,True
1743725454,11,3,False
1743725454,12,1,True
1743725454,13,2,False
1743725454,14,0,True
1743725454,15,1,True
1743725454,16,2,False
1743725454,17,0,True
1743725454,18,3,True
1743725454,19,0,True
1743725454,20,2,True
1743725454,21,2,False
1743725454,22,3,False
1743725454,23,0,False
1743725454,24,3,True
1743725454,25,0,True
1743725454,26,0,False
1743725454,27,3,False
1743725454,28,1,False
1743725454,29,2,True
1744328888,0,0,True
1744328888,1,3,False
1744328888,2,2,True
1744328888,3,1,False
1744328888,4,0,False
1744328888,5,2,False
1744328888,6,1,True
1744328888,7,3,True
1744328888,8,0,False
1744328888,9,1,True
1744328888,10,2,False
1744328888,11,3,False
1744328888,12,0,True
1744328888,13,1,False
1744328888,14,0,False
1744328888,15,2,False
1744328888,16,3,False
1744328888,17,1,True
1744328888,18,1,False
1744328888,19,2,False
1744328888,20,1,False
1744328888,21,0,True
1744328888,22,1,False
1744328888,23,0,False
1744328888,24,3,False
1744328888,25,2,False
1744328888,26,1,True
1744328888,27,1,False
1744328888,28,1,False
1744328888,29,1,False
1744329177,0,2,True
1744329177,1,1,False
1744329177,2,3,True
1744329177,3,3,False
1744329177,4,0,True
1744329177,5,1,False
1744329177,6,2,True
1744329177,7,2,False
1744329177,8,3,True
1744329177,9,1,False
1744329177,10,0,True
1744329177,11,2,False
1744329177,12,1,True
1744329177,13,3,True
1744329177,14,0,False
1744329177,15,3,False
1744329177,16,2,False
1744329177,17,1,False
1744329177,18,1,True
1744329177,19,3,False
1744329177,20,3,False
1744329177,21,3,True
1744329177,22,0,False
1744329177,23,0,True
1744329177,24,0,False
1744329177,25,2,True
1744329177,26,3,True
1744329177,27,1,True
1744329177,28,3,False
1744329177,29,2,False
1744573829,0,2,True
1744573829,1,2,False
1744573829,2,1,False
1744573829,3,0,False
1744573829,4,3,False
1744573829,5,1,True
1744573829,6,2,False
1744573829,7,0,False
1744573829,8,2,True
1744573829,9,3,False
1744573829,10,1,False
1744573829,11,0,False
1744573829,12,3,False
1744573829,13,2,False
1744573829,14,2,False
1744573829,15,2,True
1744573829,16,2,True
1744573829,17,2,False
1744573829,18,1,False
1744573829,19,2,False
1744573829,20,0,True
1744573829,21,2,True
1744573829,22,2,True
1744573829,23,2,False
1744573829,24,3,True
1744573829,25,3,True
1744573829,26,3,False
1744573829,27,1,False
1744573829,28,2,False
1744573829,29,2,True
1743725650,0,2,True
1743725650,1,2,False
1743725650,2,2,False
1743725650,3,2,False
1743725650,4,1,False
1743725650,5,0,False
1743725650,6,3,False
1743725650,7,2,False
1743725650,8,3,False
1743725650,9,0,True
1743725650,10,1,True
1743725650,11,2,False
1743725650,12,3,True
1743725650,13,0,True
1743725650,14,1,True
1743725650,15,1,False
1743725650,16,3,True
1743725650,17,0,False
1743725650,18,0,True
1743725650,19,1,True
1743725650,20,2,False
1743725650,21,3,False
1743725650,22,0,False
1743725650,23,0,True
1743725650,24,2,False
1743725650,25,2,True
1743725650,26,3,True
1743725650,27,0,True
1743725650,28,1,True
1743725650,29,2,True
1744506042,0,1,False
1744506042,1,1,False
1744506042,2,1,False
1744506042,3,1,False
1744506042,4,1,True
1744506042,5,1,False
1744506042,6,3,False
1744506042,7,3,True
1744506042,8,2,False
1744506042,9,2,False
1744506042,10,2,False
1744506042,11,2,True
1744506042,12,1,True
1744506042,13,3,False
1744506042,14,3,True
1744506042,15,0,True
1744506042,16,1,False
1744506042,17,3,False
1744506042,18,3,False
1744506042,19,2,False
1744506042,20,2,False
1744506042,21,2,True
1744506042,22,0,False
1744506042,23,0,False
1744506042,24,1,True
1744506042,25,3,False
1744506042,26,2,True
1744506042,27,1,False
1744506042,28,1,True
1744506042,29,3,True
1744222445,0,1,False
1744222445,1,0,False
1744222445,2,2,True
1744222445,3,0,True
1744222445,4,3,True
1744222445,5,2,True
1744222445,6,1,True
1744222445,7,2,True
1744222445,8,1,True
1744222445,9,3,True
1744222445,10,0,True
1744222445,11,1,True
1744222445,12,2,False
1744222445,13,0,True
1744222445,14,1,True
1744222445,15,1,True
1744222445,16,1,False
1744222445,17,2,True
1744222445,18,3,True
1744222445,19,2,False
1744222445,20,3,False
1744222445,21,2,True
1744222445,22,1,True
1744222445,23,3,True
1744222445,24,2,False
1744222445,25,1,False
1744222445,26,3,False
1744222445,27,2,False
1744222445,28,0,False
1744222445,29,2,False
1744386496,0,0,False
1744386496,1,1,True
1744386496,2,2,False
1744386496,3,3,False
1744386496,4,1,False
1744386496,5,0,True
1744386496,6,2,True
1744386496,7,3,False
1744386496,8,0,False
1744386496,9,2,True
1744386496,10,2,False
1744386496,11,1,True
1744386496,12,1,False
1744386496,13,3,False
1744386496,14,0,True
1744386496,15,0,True
1744386496,16,0,False
1744386496,17,1,True
1744386496,18,1,False
1744386496,19,2,False
1744386496,20,3,False
1744386496,21,0,False
1744386496,22,1,True
1744386496,23,1,True
1744386496,24,2,False
1744386496,25,1,True
1744386496,26,1,True
1744386496,27,1,False
1744386496,28,0,True
1744386496,29,0,False
1744514344,0,3,True
1744514344,1,0,True
1744514344,2,3,True
1744514344,3,1,True
1744514344,4,0,True
1744514344,5,3,False
1744514344,6,1,True
1744514344,7,0,False
1744514344,8,2,True
1744514344,9,1,True
1744514344,10,0,False
1744514344,11,1,False
1744514344,12,0,False
1744514344,13,2,False
1744514344,14,3,False
1744514344,15,1,False
1744514344,16,2,False
1744514344,17,1,False
1744514344,18,3,False
1744514344,19,2,True
1744514344,20,0,False
1744514344,21,1,False
1744514344,22,3,True
1744514344,23,0,True
1744514344,24,2,False
1744514344,25,1,False
1744514344,26,3,False
1744514344,27,0,True
1744514344,28,2,True
1744514344,29,0,False
1743801171,0,2,True
1743801171,1,1,True
1743801171,2,3,False
1743801171,3,0,True
1743801171,4,2,True
1743801171,5,1,False
1743801171,6,3,True
1743801171,7,0,False
1743801171,8,1,True
1743801171,9,3,False
1743801171,10,2,False
1743801171,11,0,False
1743801171,12,1,False
1743801171,13,2,False
1743801171,14,3,True
1743801171,15,1,False
1743801171,16,0,True
1743801171,17,2,True
1743801171,18,1,True
1743801171,19,3,False
1743801171,20,1,False
1743801171,21,2,True
1743801171,22,0,True
1743801171,23,1,True
1743801171,24,3,True
1743801171,25,2,False
1743801171,26,0,True
1743801171,27,1,True
1743801171,28,0,False
1743801171,29,2,False
1744326387,0,0,False
1744326387,1,0,True
1744326387,2,0,True
1744326387,3,1,True
1744326387,4,1,False
1744326387,5,0,False
1744326387,6,2,True
1744326387,7,2,False
1744326387,8,2,False
1744326387,9,3,False
1744326387,10,3,True
1744326387,11,3,False
1744326387,12,0,False
1744326387,13,1,False
1744326387,14,0,True
1744326387,15,0,True
1744326387,16,0,False
1744326387,17,0,False
1744326387,18,3,False
1744326387,19,2,True
1744326387,20,1,True
1744326387,21,2,True
1744326387,22,2,True
1744326387,23,0,False
1744326387,24,2,False
1744326387,25,1,True
1744326387,26,1,False
1744326387,27,2,True
1744326387,28,2,False
1744326387,29,2,True
1744600206,0,0,False
1744600206,1,2,False
1744600206,2,1,True
1744600206,3,3,False
1744600206,4,1,True
1744600206,5,1,False
1744600206,6,2,False
1744600206,7,3,True
1744600206,8,3,False
1744600206,9,0,False
1744600206,10,1,True
1744600206,11,3,True
1744600206,12,1,False
1744600206,13,0,False
1744600206,14,1,True
1744600206,15,3,False
1744600206,16,2,True
1744600206,17,1,False
1744600206,18,0,True
1744600206,19,1,True
1744600206,20,3,False
1744600206,21,1,False
1744600206,22,0,False
1744600206,23,2,True
1744600206,24,1,False
1744600206,25,3,True
1744600206,26,2,False
1744600206,27,1,True
1744600206,28,3,False
1744600206,29,2,False
1744600398,0,0,False
1744600398,1,1,False
1744600398,2,2,True
1744600398,3,2,False
1744600398,4,3,False
1744600398,5,2,True
1744600398,6,0,False
1744600398,7,1,True
1744600398,8,2,False
1744600398,9,3,True
1744600398,10,1,True
1744600398,11,3,True
1744600398,12,2,False
1744600398,13,3,True
1744600398,14,1,True
1744600398,15,2,False
1744600398,16,3,False
1744600398,17,1,False
1744600398,18,0,True
1744600398,19,2,False
1744600398,20,3,False
1744600398,21,1,False
1744600398,22,0,False
1744600398,23,2,True
1744600398,24,3,False
1744600398,25,1,True
1744600398,26,0,False
1744600398,27,2,False
1744600398,28,1,True
1744600398,29,3,False
1743724894,0,1,True
1743724894,1,0,False
1743724894,2,1,False
1743724894,3,3,True
1743724894,4,2,True
1743724894,5,1,True
1743724894,6,0,False
1743724894,7,3,True
1743724894,8,0,False
1743724894,9,3,False
1743724894,10,2,True
1743724894,11,1,False
1743724894,12,2,False
1743724894,13,0,False
1743724894,14,3,False
1743724894,15,1,True
1743724894,16,2,True
1743724894,17,1,False
1743724894,18,2,False
1743724894,19,2,True
1743724894,20,1,True
1743724894,21,2,False
1743724894,22,1,False
1743724894,23,2,True
1743724894,24,3,True
1743724894,25,2,False
1743724894,26,3,False
1743724894,27,1,False
1743724894,28,0,True
1743724894,29,2,False
1744600562,0,1,False
1744600562,1,2,False
1744600562,2,3,True
1744600562,3,3,True
1744600562,4,0,True
1744600562,5,0,False
1744600562,6,2,True
1744600562,7,3,False
1744600562,8,1,True
1744600562,9,0,False
1744600562,10,2,True
1744600562,11,3,False
1744600562,12,1,False
1744600562,13,2,True
1744600562,14,0,True
1744600562,15,3,False
1744600562,16,0,True
1744600562,17,2,False
1744600562,18,1,True
1744600562,19,1,True
1744600562,20,3,False
1744600562,21,2,False
1744600562,22,2,True
1744600562,23,3,True
1744600562,24,1,True
1744600562,25,0,True
1744600562,26,1,True
1744600562,27,3,True
1744600562,28,0,True
1744600562,29,1,False
1744600976,0,2,False
1744600976,1,1,True
1744600976,2,1,False
1744600976,3,3,False
1744600976,4,0,True
1744600976,5,0,True
1744600976,6,0,False
1744600976,7,1,False
1744600976,8,2,True
1744600976,9,2,True
1744600976,10,3,True
1744600976,11,3,True
1744600976,12,3,True
1744600976,13,3,False
1744600976,14,2,False
1744600976,15,1,False
1744600976,16,0,False
1744600976,17,3,True
1744600976,18,3,False
1744600976,19,2,False
1744600976,20,1,True
1744600976,21,1,True
1744600976,22,1,True
1744600976,23,1,True
1744600976,24,1,True
1744600976,25,1,False
1744600976,26,0,True
1744600976,27,0,True
1744600976,28,0,False
1744600976,29,1,True
1744510538,0,0,True
1744510538,1,0,True
1744510538,2,0,False
1744510538,3,1,True
1744510538,4,1,False
1744510538,5,3,True
1744510538,6,3,False
1744510538,7,0,False
1744510538,8,0,False
1744510538,9,1,True
1744510538,10,1,False
1744510538,11,2,False
1744510538,12,2,True
1744510538,13,2,False
1744510538,14,0,True
1744510538,15,1,False
1744510538,16,1,False
1744510538,17,3,False
1744510538,18,2,True
1744510538,19,2,True
1744510538,20,1,False
1744510538,21,2,False
1744510538,22,1,True
1744510538,23,1,True
1744510538,24,2,False
1744510538,25,0,True
1744510538,26,2,False
1744510538,27,1,True
1744510538,28,0,False
1744510538,29,1,False
1744222100,0,0,True
1744222100,1,0,True
1744222100,2,2,True
1744222100,3,3,True
1744222100,4,3,False
1744222100,5,3,True
1744222100,6,3,True
1744222100,7,1,False
1744222100,8,1,False
1744222100,9,1,True
1744222100,10,1,True
1744222100,11,1,False
1744222100,12,1,False
1744222100,13,1,False
1744222100,14,1,True
1744222100,15,2,False
1744222100,16,0,True
1744222100,17,3,False
1744222100,18,1,True
1744222100,19,2,False
1744222100,20,0,True
1744222100,21,3,False
1744222100,22,0,True
1744222100,23,2,True
1744222100,24,0,False
1744222100,25,0,True
1744222100,26,0,False
1744222100,27,1,False
1744222100,28,1,True
1744222100,29,3,False
1744586558,0,0,False
1744586558,1,1,False
1744586558,2,2,False
1744586558,3,3,False
1744586558,4,0,True
1744586558,5,0,False
1744586558,6,1,False
1744586558,7,2,True
1744586558,8,2,False
1744586558,9,3,False
1744586558,10,2,True
1744586558,11,2,False
1744586558,12,1,True
1744586558,13,1,True
