Position X_sample_1,Position Y_sample_1,Position Z_sample_1,Orientation W_sample_1,Orientation X_sample_1,Orientation Y_sample_1,Orientation Z_sample_1,Position X_sample_0,Position Y_sample_0,Position Z_sample_0,Orientation W_sample_0,Orientation X_sample_0,Orientation Y_sample_0,Orientation Z_sample_0,Trial Number,Machine ID,Subject ID
0.9496750831604004,1.1402859687805176,0.992104947566986,-0.6599306464195251,-0.7294600009918213,0.1368482708930969,-0.1168428286910057,0.2761501371860504,1.1484860181808472,0.870754599571228,-0.6603082418441772,-0.7222509384155273,0.1463993340730667,-0.1446162611246109,1,1,G2
0.8311371207237244,1.1558609008789062,1.5074342489242554,-0.687201976776123,-0.6775079965591431,-0.008424119092524,-0.262040913105011,0.3373605906963348,1.1762163639068604,1.305521845817566,-0.6507173180580139,-0.7245370149612427,0.1259967386722564,-0.1890451312065124,2,2,G2
0.7055896520614624,1.165829300880432,1.388947606086731,-0.6368871927261353,-0.7442525029182434,0.1649037599563598,-0.1151943132281303,0.19992096722126,1.1450834274291992,1.4917610883712769,-0.6350640654563904,-0.7458912134170532,0.174195110797882,-0.0999797582626342,3,3,G2
0.7374051213264465,1.1637119054794312,1.5053929090499878,-0.6427060961723328,-0.7283502221107483,0.2177696228027343,-0.09492839127779,0.3223321139812469,1.1427875757217407,1.8269025087356567,-0.6341071724891663,-0.7452883124351501,0.1979508996009826,-0.0571739897131919,4,4,G2
0.8138130307197571,1.1663070917129517,1.4587302207946775,0.6889639496803284,0.6880410313606262,-0.032357420772314,0.225568875670433,0.6037664413452148,1.16757071018219,1.2677199840545654,0.6229932904243469,0.7511293292045593,-0.1395633369684219,0.1679472178220749,5,2,G2
0.7923612594604492,1.1561259031295776,1.8182027339935305,-0.685347855091095,-0.707036554813385,0.0901864469051361,-0.1492113322019577,0.4273868501186371,1.1584006547927856,1.6837031841278076,-0.6503735184669495,-0.7149686813354492,0.0464698113501071,-0.2523384988307953,6,2,G2
0.3595465719699859,1.1619312763214111,1.7587169408798218,-0.6394242644309998,-0.7339280843734741,0.2258744835853576,-0.0383020713925361,0.0483694523572921,1.1533308029174805,1.8783960342407229,-0.6240967512130737,-0.7568901181221008,0.1749451011419296,-0.0837543606758117,7,4,G2
0.596838653087616,1.1715832948684692,1.2924833297729492,0.6553395390510559,0.7124266028404236,-0.104800671339035,0.2280247956514358,0.2671571969985962,1.1567963361740112,1.2813987731933594,0.6623392105102539,0.7272245287895203,-0.0918648019433021,0.1549587994813919,8,1,G2
0.6814898252487183,1.1647881269454956,1.5819154977798462,0.6509877443313599,0.7294661402702332,-0.2066594660282135,0.0372289530932903,0.2784510850906372,1.1714075803756714,1.7290515899658203,0.612022340297699,0.7509627938270569,-0.2417273074388504,0.0552392527461051,9,4,G2
0.7798399329185486,1.1593390703201294,1.682212471961975,-0.685402512550354,-0.679593026638031,-0.0082325022667646,-0.2613600790500641,0.3896132111549377,1.1712030172348022,1.4677691459655762,-0.6508343815803528,-0.7254028916358948,0.1321508884429931,-0.1809460222721099,10,3,G2
0.6527944803237915,1.1645138263702393,1.5166805982589722,0.6753184199333191,0.7131133675575256,-0.0483117848634719,0.1818802505731582,0.1866301447153091,1.1612221002578735,1.3243293762207031,0.6386841535568237,0.7382168769836426,-0.1380161345005035,0.167541354894638,11,2,G2
0.7435737252235413,1.161448359489441,1.379124402999878,-0.6798501014709473,-0.7013333439826965,0.0531272701919078,-0.2076366245746612,0.317037969827652,1.1701693534851074,1.133569598197937,-0.6475722193717957,-0.7184876799583435,0.088884599506855,-0.2377503663301468,12,1,G2
0.6175002455711365,1.1761813163757324,1.157148361206055,-0.6090781688690186,-0.7446132302284241,0.2636432349681854,-0.0711839795112609,0.397824764251709,1.1606285572052002,1.4315283298492432,-0.6408875584602356,-0.730568528175354,0.2356537878513336,-0.0002792099548969,13,4,G2
0.7369337677955627,1.1591346263885498,1.408440351486206,0.697911262512207,0.6913462281227112,-0.0219254661351442,0.1856867969036102,0.3304865658283233,1.168911337852478,1.2965867519378662,0.6584426760673523,0.7204494476318359,-0.1374330818653106,0.1688727438449859,14,2,G2
0.7036399841308594,1.1672148704528809,1.3333923816680908,0.6160963773727417,0.741569995880127,-0.2641352415084839,0.0270537380129098,0.4137212932109833,1.1588789224624634,1.5089746713638306,0.6500677466392517,0.7299708127975464,-0.1994246691465377,0.0691701844334602,15,3,G2
0.6615580916404724,1.1790088415145874,1.3020522594451904,-0.6500821113586426,-0.6926594376564026,0.0127436593174934,-0.3121759593486786,0.4292949438095093,1.1644704341888428,1.2947230339050293,-0.6568207740783691,-0.7383700609207153,0.1337211728096008,-0.0742625743150711,16,1,G2
0.5798935294151306,1.1716591119766235,1.3915551900863647,-0.629825234413147,-0.7395040392875671,0.1822400689125061,-0.1524549126625061,0.1572060286998748,1.1514551639556885,1.5078617334365845,-0.649511992931366,-0.7351144552230835,0.1191293969750404,-0.1534575223922729,17,2,G2
0.610596776008606,1.1548433303833008,1.2002594470977783,-0.654718816280365,-0.7125795483589172,0.2444870769977569,-0.0616425648331642,0.3095237910747528,1.1571404933929443,1.3573198318481443,-0.6345784068107605,-0.7281954884529114,0.2588901221752167,0.0041792676784098,18,4,G2
0.7587271332740784,1.1726796627044678,1.5489633083343506,0.6499432921409607,0.6998421549797058,-0.0462486892938613,0.2926700413227081,0.389478474855423,1.1622554063796997,1.46285879611969,0.664836049079895,0.7250823974609375,-0.0980026349425315,0.1504794210195541,19,2,G2
0.7794594168663025,1.163717269897461,1.538820743560791,-0.6900572776794434,-0.6917888522148132,0.0438951179385185,-0.2081406712532043,0.5661782622337341,1.1749111413955688,1.33963942527771,-0.626660943031311,-0.746633768081665,0.1559973955154419,-0.1596838235855102,20,2,G2
0.6130785346031189,1.1667276620864868,1.768144130706787,0.6722637414932251,0.6807705760002136,0.0543619282543659,0.2857583165168762,0.4298910498619079,1.1371515989303589,1.7559235095977783,0.6566538214683533,0.6506717205047607,0.1032956317067146,0.3670996427536011,21,1,G2
0.6132436394691467,1.1464136838912964,1.70184063911438,0.6708837151527405,0.7020387649536133,-0.2296952754259109,0.0655493661761283,0.5376691222190857,1.1416324377059937,1.8644224405288696,0.6955544948577881,0.6859543323516846,-0.0406281575560569,0.2098094075918197,22,3,G2
0.5959796905517578,1.149363398551941,1.5269854068756104,-0.673895537853241,-0.7142862677574158,0.1560065001249313,-0.1064049080014228,0.034510463476181,1.15702486038208,1.4829111099243164,-0.6414861679077148,-0.7342909574508667,0.1303266882896423,-0.1797980815172195,23,1,G2
0.7609183192253113,1.163813591003418,1.6582266092300415,0.6699255704879761,0.7229330539703369,-0.0654325559735298,0.1558403968811035,0.2616150975227356,1.170332670211792,1.4637223482131958,0.6500283479690552,0.7245508432388306,-0.1162144094705581,0.1974421441555023,24,1,G2
0.4372814893722534,1.168020248413086,1.2848531007766724,0.5691418051719666,0.7592127323150635,-0.3151144683361053,-0.0194036476314067,0.3183300793170929,1.1533498764038086,1.3861004114151,0.6621853113174438,0.7099922299385071,-0.1627295762300491,0.1758999079465866,25,2,G2
0.7160502672195435,1.157829761505127,1.7769502401351929,0.6432010531425476,0.7343513369560242,-0.2156006544828415,0.023174287751317,0.2028076350688934,1.1566802263259888,1.8248234987258911,0.6198972463607788,0.7482735514640808,-0.2266501933336258,0.0666617602109909,26,4,G2
0.6415842771530151,1.1512479782104492,1.8484169244766235,-0.6548463106155396,-0.6982957124710083,0.0086722178384661,-0.2889362871646881,0.0214290972799062,1.138600468635559,1.7039096355438232,-0.6608124375343323,-0.7200388312339783,0.1076067239046096,-0.1824608296155929,27,3,G2
0.6060014367103577,1.1545416116714478,1.5765856504440308,-0.6116841435432434,-0.7429293394088745,0.271723985671997,-0.0080446042120456,0.2540300786495209,1.1354897022247314,1.8222135305404663,-0.6321441531181335,-0.7373114228248596,0.2365966737270355,-0.0280670635402202,28,4,G2
0.6812666654586792,1.1486022472381592,1.8045021295547483,0.6380513906478882,0.7265061736106873,-0.0690959766507148,0.2455707490444183,0.054979208856821,1.130872130393982,1.6275089979171753,0.6652479767799377,0.7082151770591736,-0.0781851708889007,0.223077192902565,29,3,G2
0.5377165079116821,1.1507928371429443,1.5983580350875854,-0.6821101307868958,-0.7062153220176697,0.0726606175303459,-0.1752317696809768,0.0808359161019325,1.1504840850830078,1.5267655849456787,-0.6361325979232788,-0.7409967184066772,0.155637189745903,-0.1484463214874267,30,3,G2
0.5345880389213562,1.1500457525253296,1.6335890293121338,0.651813268661499,0.6536763906478882,0.117896169424057,0.3659878373146057,0.158376932144165,1.1583893299102783,1.4167075157165527,0.6263288259506226,0.7489296197891235,-0.1561463326215744,0.1497829556465149,31,1,G2
0.6364749670028687,1.1500533819198608,1.5301377773284912,0.6590434312820435,0.7149574756622314,-0.2215507626533508,0.0735721141099929,0.264843612909317,1.1332720518112185,1.6228375434875488,0.6360619068145752,0.7379770874977112,-0.1877645552158355,0.1247378811240196,32,2,G2
0.6885724067687988,1.147575855255127,1.6850976943969729,0.6522678732872009,0.7299907207489014,-0.1941120773553848,0.0630930140614509,0.1362055093050003,1.1551201343536377,1.6645474433898926,0.6229590177536011,0.7486410140991211,-0.1825510859489441,0.1346625089645385,33,2,G2
0.6267297863960266,1.1574167013168335,1.1236975193023682,0.5761019587516785,0.7372649312019348,-0.3526627421379089,-0.0132636129856109,0.3531880974769592,1.1573402881622314,1.362167239189148,0.651328444480896,0.7270126938819885,-0.2094349563121795,0.0579736679792404,34,1,G2
0.5802984237670898,1.167704701423645,0.936581254005432,0.467236191034317,0.6624656915664673,-0.4935436546802521,-0.3150307834148407,0.3831624090671539,1.162153959274292,1.176060914993286,0.5411534905433655,0.7478695511817932,-0.3797468543052673,-0.0603025779128074,35,2,G2
