experiment_id,trial,machine,win
1743476166,0,1,False
1743476166,1,0,True
1743476166,2,2,True
1743476166,3,3,False
1743476166,4,2,False
1743476166,5,1,True
1743476166,6,0,False
1743476166,7,3,True
1743476166,8,2,False
1743476166,9,1,False
1743476166,10,0,True
1743476166,11,3,False
1743476166,12,2,True
1743476166,13,1,True
1743476166,14,0,False
1743476166,15,2,True
1743476166,16,2,True
1743476166,17,2,True
1743476166,18,2,True
1743476166,19,2,False
1743476166,20,0,True
1743476166,21,2,False
1743476166,22,0,True
1743476166,23,2,False
1743476166,24,0,False
1743476166,25,0,False
1743476166,26,2,True
1743476166,27,2,False
1743476166,28,1,True
1743476166,29,3,False
