experiment_id,trial,machine,win
1743475682,0,1,True
1743475682,1,1,False
1743475682,2,2,True
1743475682,3,2,False
1743475682,4,3,False
1743475682,5,3,True
1743475682,6,0,False
1743475682,7,0,True
1743475682,8,1,False
1743475682,9,2,True
1743475682,10,2,True
1743475682,11,2,False
1743475682,12,3,False
1743475682,13,3,False
1743475682,14,0,False
1743475682,15,0,True
1743475682,16,1,False
1743475682,17,2,False
1743475682,18,0,False
1743475682,19,0,False
1743475682,20,1,True
1743475682,21,3,True
1743475682,22,3,False
1743475682,23,2,True
1743475682,24,2,True
1743475682,25,2,False
1743475682,26,1,True
1743475682,27,1,False
1743475682,28,0,False
1743475682,29,0,True
