experiment_id,trial,machine,win
1743476276,0,0,False
1743476276,1,2,True
1743476276,2,1,False
1743476276,3,3,False
1743476276,4,1,False
1743476276,5,2,False
1743476276,6,0,True
1743476276,7,2,True
1743476276,8,1,False
1743476276,9,3,True
1743476276,10,2,True
1743476276,11,3,False
1743476276,12,2,True
1743476276,13,3,True
1743476276,14,0,True
1743476276,15,2,True
1743476276,16,3,True
1743476276,17,2,False
1743476276,18,3,False
1743476276,19,0,True
1743476276,20,1,True
1743476276,21,0,True
1743476276,22,3,True
1743476276,23,0,True
1743476276,24,2,False
1743476276,25,1,True
1743476276,26,3,False
1743476276,27,0,False
1743476276,28,1,False
1743476276,29,3,False
