experiment_id,trial,machine,win
1744574095,0,2,False
1744574095,1,3,True
1744574095,2,3,True
1744574095,3,3,True
1744574095,4,3,False
1744574095,5,2,True
1744574095,6,2,True
1744574095,7,2,True
1744574095,8,2,False
1744574095,9,1,True
1744574095,10,1,False
1744574095,11,0,True
1744574095,12,0,True
1744574095,13,0,True
1744574095,14,0,True
1744574095,15,0,True
1744574095,16,0,False
1744574095,17,3,True
1744574095,18,3,False
1744574095,19,2,True
1744574095,20,2,True
1744574095,21,2,False
1744574095,22,1,True
1744574095,23,1,False
1744574095,24,0,True
1744574095,25,0,False
1744574095,26,3,False
1744574095,27,2,True
1744574095,28,2,False
1744574095,29,1,False
