experiment_id,trial,machine,win
1744472536,0,2,False
1744472536,1,2,True
1744472536,2,3,False
1744472536,3,3,False
1744472536,4,3,False
1744472536,5,2,False
1744472536,6,1,True
1744472536,7,1,True
1744472536,8,2,True
1744472536,9,2,True
1744472536,10,2,False
1744472536,11,0,True
1744472536,12,0,False
1744472536,13,0,False
1744472536,14,3,True
1744472536,15,2,False
1744472536,16,1,True
1744472536,17,1,True
1744472536,18,2,True
1744472536,19,2,True
1744472536,20,3,True
1744472536,21,3,False
1744472536,22,1,False
1744472536,23,2,True
1744472536,24,2,False
1744472536,25,0,False
1744472536,26,1,False
1744472536,27,3,True
1744472536,28,1,True
1744472536,29,1,False
