experiment_id,trial,machine,win
1743283546,0,1,False
1743283546,1,0,True
1743283546,2,0,False
1743283546,3,0,False
1743283546,4,2,False
1743283546,5,0,False
1743283546,6,3,False
1743283546,7,0,True
1743283546,8,0,False
1743283546,9,2,True
1743283546,10,0,True
1743283546,11,2,True
1743283546,12,0,True
1743283546,13,2,True
1743283546,14,0,True
1743283546,15,2,False
1743283546,16,0,False
1743283546,17,1,True
1743283546,18,3,False
1743283546,19,1,False
1743283546,20,0,False
1743283546,21,2,True
1743283546,22,0,False
1743283546,23,2,False
1743283546,24,1,False
1743283546,25,0,True
1743283546,26,0,False
1743283546,27,0,False
1743283546,28,0,True
1743283546,29,0,False
