experiment_id,trial,machine,win
1743282510,0,1,False
1743282510,1,2,False
1743282510,2,2,True
1743282510,3,3,False
1743282510,4,2,False
1743282510,5,1,True
1743282510,6,1,True
1743282510,7,1,True
1743282510,8,1,True
1743282510,9,1,False
1743282510,10,0,True
1743282510,11,1,False
1743282510,12,0,True
1743282510,13,0,False
1743282510,14,0,False
1743282510,15,2,True
1743282510,16,2,False
1743282510,17,3,True
1743282510,18,3,False
1743282510,19,2,False
1743282510,20,2,True
1743282510,21,1,True
1743282510,22,1,True
1743282510,23,1,True
1743282510,24,1,False
1743282510,25,0,True
1743282510,26,0,False
1743282510,27,0,False
1743282510,28,1,False
1743282510,29,2,True
