experiment_id,trial,machine,win
1743282481,0,0,False
1743282481,1,0,True
1743282481,2,0,True
1743282481,3,0,False
1743282481,4,1,False
1743282481,5,2,False
1743282481,6,2,True
1743282481,7,2,True
1743282481,8,2,False
1743282481,9,3,False
1743282481,10,1,True
1743282481,11,1,True
1743282481,12,1,False
1743282481,13,1,True
1743282481,14,1,True
1743282481,15,1,False
1743282481,16,1,True
1743282481,17,1,False
1743282481,18,1,True
1743282481,19,1,True
1743282481,20,1,False
1743282481,21,1,False
1743282481,22,2,False
1743282481,23,0,True
1743282481,24,0,False
1743282481,25,0,True
1743282481,26,0,False
1743282481,27,0,False
1743282481,28,0,False
1743282481,29,0,False
