experiment_id,trial,machine,win
1743283450,0,0,False
1743283450,1,2,True
1743283450,2,2,False
1743283450,3,1,False
1743283450,4,1,True
1743283450,5,3,False
1743283450,6,3,False
1743283450,7,3,False
1743283450,8,3,True
1743283450,9,3,False
1743283450,10,0,False
1743283450,11,1,False
1743283450,12,2,False
1743283450,13,1,True
1743283450,14,0,True
1743283450,15,3,False
1743283450,16,3,False
1743283450,17,1,False
1743283450,18,2,True
1743283450,19,3,True
1743283450,20,0,True
1743283450,21,1,False
1743283450,22,1,True
1743283450,23,2,True
1743283450,24,3,True
1743283450,25,0,False
1743283450,26,0,True
1743283450,27,1,False
1743283450,28,1,False
1743283450,29,1,False
