experiment_id,trial,machine,win
1743282239,0,0,False
1743282239,1,1,False
1743282239,2,2,False
1743282239,3,3,True
1743282239,4,2,True
1743282239,5,1,True
1743282239,6,0,True
1743282239,7,1,True
1743282239,8,2,True
1743282239,9,3,False
1743282239,10,2,False
1743282239,11,1,True
1743282239,12,2,False
1743282239,13,1,True
1743282239,14,0,False
1743282239,15,1,True
1743282239,16,1,False
1743282239,17,2,False
1743282239,18,3,False
1743282239,19,0,True
1743282239,20,2,True
1743282239,21,0,False
1743282239,22,1,True
1743282239,23,3,True
1743282239,24,1,False
1743282239,25,2,False
1743282239,26,3,True
1743282239,27,0,False
1743282239,28,2,False
1743282239,29,1,False
